head,relation,tail
U0682,buys,P0958
U0576,buys,P2264
U0017,buys,P3189
U0959,buys,P3402
U0273,buys,P3199
U0046,buys,P3352
U0902,buys,P3131
U1089,buys,P3482
U0512,buys,P2987
U0710,buys,P2729
U1060,buys,P1134
U0674,buys,P2194
U0617,buys,P0221
U0362,buys,P0541
U0330,buys,P1816
U0990,buys,P1551
U0011,buys,P0530
U0196,buys,P2269
U0111,buys,P1734
U0888,buys,P1986
U0259,buys,P1375
U0362,buys,P1837
U0393,buys,P3076
U0581,buys,P1042
U0555,buys,P1437
U0251,buys,P2917
U0078,buys,P1661
U0901,buys,P2002
U0608,buys,P2624
U0294,buys,P0267
U0015,buys,P3484
U1140,buys,P0787
U0030,buys,P1703
U0427,buys,P2964
U0566,buys,P1209
U0409,buys,P3417
U1003,buys,P0421
U0039,buys,P2797
U1062,buys,P1049
U0342,buys,P1358
U0910,buys,P2977
U0708,buys,P1104
U0379,buys,P3322
U0469,buys,P1884
U0488,buys,P1382
U0431,buys,P2819
U0528,buys,P2316
U0934,buys,P0514
U0637,buys,P2136
U0858,buys,P2130
U1043,buys,P3437
U0396,buys,P0679
U0330,buys,P1361
U0452,buys,P1378
U0053,buys,P0754
U0372,buys,P1832
U0913,buys,P1071
U0810,buys,P2620
U1186,buys,P0030
U0394,buys,P0942
U1060,buys,P1043
U1007,buys,P0453
U0449,buys,P1953
U0019,buys,P1390
U1081,buys,P2023
U1005,buys,P2983
U0686,buys,P0575
U0333,buys,P0747
U0168,buys,P3478
U0328,buys,P2963
U0092,buys,P0137
U0625,buys,P0050
U0307,buys,P0879
U0575,buys,P0544
U0096,buys,P0768
U0463,buys,P2776
U1116,buys,P1960
U0431,buys,P2265
U0617,buys,P1527
U0430,buys,P1470
U0067,buys,P3251
U0111,buys,P0513
U0198,buys,P1285
U0842,buys,P0982
U1112,buys,P0812
U0825,buys,P1546
U0850,buys,P2317
U0573,buys,P2621
U0386,buys,P1667
U0693,buys,P2079
U0768,buys,P2993
U0622,buys,P2524
U0145,buys,P2481
U1181,buys,P1964
U1110,buys,P2845
U0657,buys,P3489
U0233,buys,P3439
U0450,buys,P2907
U0634,buys,P1203
U0645,buys,P2972
U0656,buys,P1014
U0330,buys,P2443
U0798,buys,P2039
U1018,buys,P0777
U1006,buys,P3495
U0645,buys,P2381
U0638,buys,P0639
U1109,buys,P0856
U0181,buys,P2062
U1113,buys,P2151
U0806,buys,P0445
U0814,buys,P1715
U0819,buys,P0940
U0499,buys,P3332
U0613,buys,P0756
U1048,buys,P3319
U0071,buys,P2470
U0167,buys,P0398
U0694,buys,P1063
U0230,buys,P1552
U1045,buys,P0705
U0604,buys,P2480
U0951,buys,P1869
U0011,buys,P3097
U0729,buys,P2774
U0530,buys,P2731
U1175,buys,P0466
U0144,buys,P2763
U0533,buys,P0129
U0877,buys,P1520
U0553,buys,P2023
U0812,buys,P1447
U0195,buys,P0743
U0868,buys,P1976
U0560,buys,P2445
U0035,buys,P1876
U0730,buys,P3290
U0462,buys,P1427
U0207,buys,P0820
U1051,buys,P1016
U0533,buys,P1497
U0846,buys,P0672
U1157,buys,P0885
U0452,buys,P1236
U0666,buys,P1728
U0677,buys,P0444
U0685,buys,P2836
U1089,buys,P0628
U0317,buys,P2887
U0437,buys,P3464
U0107,buys,P2432
U0613,buys,P1994
U0821,buys,P0148
U0700,buys,P2324
U0874,buys,P1832
U0836,buys,P3029
U0745,buys,P2744
U0886,buys,P0343
U0343,buys,P1118
U1156,buys,P2245
U0447,buys,P0942
U0611,buys,P1057
U0199,buys,P1279
U0782,buys,P1989
U1187,buys,P3454
U0787,buys,P2381
U0419,buys,P2085
U0306,buys,P1522
U0337,buys,P3472
U0206,buys,P3307
U0586,buys,P2632
U0458,buys,P1939
U0436,buys,P3086
U0693,buys,P2618
U0326,buys,P2511
U0097,buys,P2126
U0460,buys,P0344
U0164,buys,P2874
U0800,buys,P2819
U1054,buys,P1727
U0916,buys,P2825
U0540,buys,P3383
U0539,buys,P3189
U0917,buys,P2147
U0894,buys,P3415
U1076,buys,P1844
U0408,buys,P0537
U0006,buys,P1873
U0129,buys,P2178
U0177,buys,P0397
U0827,buys,P2527
U0518,buys,P1028
U0234,buys,P2716
U1123,buys,P0586
U0806,buys,P3083
U1020,buys,P2741
U0168,buys,P2065
U0956,buys,P2811
U0116,buys,P2922
U0233,buys,P1404
U0467,buys,P2949
U1170,buys,P2277
U0946,buys,P1098
U0042,buys,P1436
U0556,buys,P0316
U1183,buys,P0264
U1193,buys,P3301
U1199,buys,P2388
U0612,buys,P2940
U1094,buys,P2592
U0652,buys,P2689
U0248,buys,P3467
U0250,buys,P1970
U0591,buys,P0690
U0799,buys,P0327
U0637,buys,P0536
U0290,buys,P1818
U0635,buys,P0116
U0607,buys,P1465
U0167,buys,P0687
U0340,buys,P2145
U0673,buys,P3490
U1026,buys,P2317
U0447,buys,P2661
U0942,buys,P0122
U1146,buys,P0472
U0101,buys,P3044
U0483,buys,P1415
U0927,buys,P2799
U0565,buys,P0916
U0178,buys,P2279
U1160,buys,P0477
U0075,buys,P0121
U0637,buys,P2645
U1192,buys,P0734
U0522,buys,P1646
U0074,buys,P3416
U0246,buys,P0617
U1110,buys,P2566
U0734,buys,P1063
U1166,buys,P2354
U0937,buys,P0731
U0819,buys,P3173
U0466,buys,P0410
U0685,buys,P0215
U1048,buys,P0292
U0016,buys,P2267
U0890,buys,P1791
U0905,buys,P3443
U0108,buys,P1099
U0264,buys,P3020
U1184,buys,P1470
U0919,buys,P2452
U0037,buys,P0872
U0659,buys,P1141
U0094,buys,P3400
U0793,buys,P1109
U0306,buys,P3054
U1081,buys,P0650
U0455,buys,P3490
U0737,buys,P2328
U1025,buys,P1146
U1091,buys,P2059
U0993,buys,P1631
U0161,buys,P2202
U0857,buys,P1157
U1061,buys,P2842
U0578,buys,P0310
U0359,buys,P0329
U0304,buys,P0974
U0576,buys,P2332
U0777,buys,P0143
U0717,buys,P2466
U0418,buys,P3101
U1023,buys,P0173
U0802,buys,P0598
U0949,buys,P0586
U0462,buys,P1368
U0285,buys,P1602
U0553,buys,P2916
U0429,buys,P1562
U0182,buys,P0454
U0503,buys,P3465
U1061,buys,P3257
U1093,buys,P1942
U0118,buys,P2897
U0656,buys,P1922
U0210,buys,P3458
U0885,buys,P0662
U1038,buys,P1147
U1018,buys,P3001
U0765,buys,P1238
U1031,buys,P2018
U0091,buys,P3024
U0107,buys,P2329
U0881,buys,P1044
U0843,buys,P0482
U0546,buys,P1537
U1174,buys,P2498
U0572,buys,P2107
U0501,buys,P3296
U1049,buys,P2581
U0721,buys,P1658
U0090,buys,P0501
U0890,buys,P3301
U0865,buys,P2060
U0693,buys,P2268
U0847,buys,P1861
U0900,buys,P2157
U0681,buys,P0945
U0280,buys,P1257
U0922,buys,P3138
U0688,buys,P3272
U0441,buys,P2511
U0428,buys,P0168
U0464,buys,P2627
U0800,buys,P0310
U1168,buys,P2306
U0427,buys,P0515
U0774,buys,P2996
U0044,buys,P1015
U1109,buys,P2817
U0813,buys,P0457
U0760,buys,P2954
U0897,buys,P2630
U0584,buys,P0542
U0387,buys,P1609
U1095,buys,P0817
U0920,buys,P3016
U1074,buys,P0035
U0447,buys,P1851
U0162,buys,P1914
U0149,buys,P2252
U0887,buys,P1318
U1102,buys,P2230
U0043,buys,P1868
U0583,buys,P1651
U0238,buys,P2827
U0300,buys,P0161
U0514,buys,P3427
U0847,buys,P1383
U0619,buys,P1337
U0773,buys,P1300
U0889,buys,P1596
U0452,buys,P2827
U0789,buys,P3068
U0429,buys,P1600
U0399,buys,P2891
U1130,buys,P2733
U0232,buys,P0855
U0292,buys,P3261
U0287,buys,P0720
U0431,buys,P0238
U0581,buys,P3094
U0374,buys,P0396
U0116,buys,P0945
U1007,buys,P2434
U1168,buys,P2248
U0380,buys,P0125
U0618,buys,P2632
U1100,buys,P1826
U1152,buys,P2934
U0440,buys,P2041
U0094,buys,P3099
U0189,buys,P0714
U0474,buys,P0822
U0686,buys,P3162
U0916,buys,P3414
U1165,buys,P3325
U0445,buys,P3031
U1012,buys,P2579
U0964,buys,P2901
U0710,buys,P2445
U0014,buys,P0330
U0366,buys,P2459
U0265,buys,P2415
U0265,buys,P2535
U0316,buys,P0098
U0139,buys,P0959
U0428,buys,P1818
U0029,buys,P3048
U0585,buys,P1315
U0971,buys,P1094
U0014,buys,P2711
U1131,buys,P1318
U0101,buys,P2965
U0967,buys,P2891
U0607,buys,P2465
U0160,buys,P0331
U0462,buys,P2473
U0318,buys,P2205
U0275,buys,P0804
U0842,buys,P2374
U0865,buys,P3066
U0639,buys,P2552
U0490,buys,P2236
U0302,buys,P3166
U0886,buys,P2297
U0459,buys,P0358
U0488,buys,P2247
U0028,buys,P2816
U0039,buys,P2925
U0446,buys,P1022
U1151,buys,P0809
U0481,buys,P1776
U0933,buys,P3060
U0406,buys,P2879
U0828,buys,P0287
U0612,buys,P2946
U0127,buys,P1162
U1021,buys,P2757
U0847,buys,P0313
U0590,buys,P1494
U0861,buys,P0357
U0654,buys,P2195
U0220,buys,P2068
U0227,buys,P2642
U0153,buys,P0047
U0815,buys,P2864
U0590,buys,P2709
U0309,buys,P3271
U1184,buys,P0755
U0336,buys,P0966
U0130,buys,P3041
U1004,buys,P3044
U1033,buys,P2373
U0702,buys,P2923
U1070,buys,P2379
U0430,buys,P2638
U0301,buys,P0171
U0131,buys,P3254
U0079,buys,P2784
U1145,buys,P2454
U1060,buys,P2819
U0153,buys,P0029
U0984,buys,P0648
U0470,buys,P0605
U0290,buys,P2678
U1019,buys,P1228
U0900,buys,P2125
U0485,buys,P3280
U0070,buys,P0371
U0632,buys,P1095
U0253,buys,P0024
U1042,buys,P2195
U0416,buys,P1257
U0551,buys,P1025
U0310,buys,P1389
U0508,buys,P1989
U0597,buys,P0567
U0546,buys,P2449
U0614,buys,P0377
U1015,buys,P2052
U0679,buys,P2248
U0538,buys,P1947
U1022,buys,P0177
U0318,buys,P0881
U1195,buys,P0534
U1038,buys,P2745
U0388,buys,P0334
U0113,buys,P2469
U0134,buys,P1532
U0899,buys,P0280
U0191,buys,P0043
U0598,buys,P2626
U0491,buys,P3026
U0910,buys,P3150
U1183,buys,P2883
U0358,buys,P0982
U0635,buys,P0371
U0057,buys,P2742
U0312,buys,P3482
U0616,buys,P0591
U0713,buys,P0188
U0659,buys,P2485
U0798,buys,P0832
U0217,buys,P0229
U0771,buys,P3123
U0322,buys,P1735
U1147,buys,P1201
U0576,buys,P0271
U1122,buys,P1919
U0958,buys,P3225
U0884,buys,P3415
U1105,buys,P2502
U0849,buys,P0358
U0960,buys,P1751
U1092,buys,P1793
U0382,buys,P2306
U0854,buys,P0513
U0040,buys,P1234
U0348,buys,P3147
U1008,buys,P1503
U1118,buys,P2573
U0180,buys,P0237
U0191,buys,P2820
U0632,buys,P0259
U0096,buys,P2958
U0059,buys,P2159
U0307,buys,P1409
U0366,buys,P0866
U0096,buys,P1584
U0705,buys,P0396
U0237,buys,P1960
U0846,buys,P2283
U0329,buys,P3460
U0665,buys,P0486
U0655,buys,P0622
U1034,buys,P2104
U0053,buys,P0172
U0634,buys,P2493
U0853,buys,P0100
U0746,buys,P1123
U0857,buys,P2309
U0049,buys,P1529
U0088,buys,P2072
U0615,buys,P2634
U0684,buys,P2695
U0178,buys,P1944
U0029,buys,P1061
U0257,buys,P3306
U0101,buys,P3111
U0579,buys,P1963
U0431,buys,P3439
U0044,buys,P2145
U0901,buys,P2289
U1112,buys,P3366
U0903,buys,P1357
U0259,buys,P1583
U0459,buys,P0659
U0338,buys,P3065
U1069,buys,P1041
U0605,buys,P0473
U0477,buys,P0945
U0393,buys,P1317
U1130,buys,P2671
U0111,buys,P0716
U0151,buys,P0244
U0441,buys,P1967
U0976,buys,P0061
U0057,buys,P0581
U0488,buys,P3380
U0439,buys,P1301
U1111,buys,P0570
U0406,buys,P1354
U0048,buys,P1788
U0356,buys,P1918
U0635,buys,P2741
U0169,buys,P3037
U0757,buys,P1938
U0109,buys,P2081
U1087,buys,P0826
U0342,buys,P2078
U0805,buys,P3493
U0073,buys,P1080
U0196,buys,P1558
U0204,buys,P1276
U0460,buys,P1399
U0572,buys,P0900
U0623,buys,P2395
U0229,buys,P2929
U1030,buys,P2344
U0309,buys,P3443
U0629,buys,P3377
U0708,buys,P2721
U0645,buys,P1853
U0586,buys,P2666
U0861,buys,P2564
U0604,buys,P2963
U0476,buys,P0802
U0472,buys,P0231
U0557,buys,P3344
U0032,buys,P0888
U0090,buys,P2729
U0694,buys,P2242
U0166,buys,P2051
U0242,buys,P1475
U1051,buys,P1432
U0483,buys,P1405
U0006,buys,P1760
U0256,buys,P2467
U0311,buys,P1477
U1096,buys,P2717
U0068,buys,P3005
U0565,buys,P2507
U0129,buys,P2332
U0515,buys,P3168
U0491,buys,P1815
U0401,buys,P0975
U0437,buys,P0275
U0360,buys,P3335
U0419,buys,P2855
U1086,buys,P1560
U0722,buys,P1377
U0825,buys,P3177
U1129,buys,P1396
U0121,buys,P0640
U0280,buys,P0039
U1088,buys,P0073
U0766,buys,P0778
U1114,buys,P2894
U0608,buys,P3094
U1015,buys,P3345
U1180,buys,P2850
U0313,buys,P1842
U0756,buys,P0267
U0434,buys,P0754
U0573,buys,P1622
U0666,buys,P0311
U1118,buys,P0773
U0757,buys,P2433
U0203,buys,P1044
U0890,buys,P0464
U0342,buys,P0182
U0234,buys,P2990
U0543,buys,P0166
U0928,buys,P2415
U1037,buys,P0924
U0562,buys,P0074
U0011,buys,P1842
U0910,buys,P3228
U0154,buys,P3283
U0862,buys,P2585
U0122,buys,P0409
U0063,buys,P2300
U0451,buys,P3176
U0224,buys,P3499
U0903,buys,P3297
U0494,buys,P1265
U1156,buys,P1762
U0415,buys,P0717
U0195,buys,P1507
U0736,buys,P0907
U0493,buys,P3480
U0950,buys,P1312
U0413,buys,P0416
U1012,buys,P1340
U0268,buys,P3347
U1118,buys,P1538
U0204,buys,P3259
U0378,buys,P2706
U0324,buys,P1046
U0047,buys,P2625
U0096,buys,P0134
U0275,buys,P1281
U1175,buys,P0808
U1011,buys,P3437
U0684,buys,P2210
U0171,buys,P2183
U0466,buys,P1407
U0078,buys,P2617
U0092,buys,P0757
U0297,buys,P2296
U0968,buys,P3057
U0547,buys,P0052
U1086,buys,P2421
U1005,buys,P1523
U0999,buys,P2880
U1058,buys,P2959
U0534,buys,P0558
U0468,buys,P1418
U0166,buys,P2573
U1149,buys,P2759
U0077,buys,P2898
U0327,buys,P3295
U0888,buys,P1273
U0371,buys,P0452
U0617,buys,P2397
U0285,buys,P2181
U1045,buys,P1216
U0148,buys,P1587
U0476,buys,P2905
U0570,buys,P1169
U1005,buys,P1918
U0382,buys,P1986
U0852,buys,P2507
U0407,buys,P2529
U0308,buys,P0023
U0708,buys,P1510
U0164,buys,P3423
U0751,buys,P3034
U0952,buys,P0022
U0514,buys,P3329
U0727,buys,P2933
U0386,buys,P3017
U0473,buys,P0045
U0592,buys,P0897
U0512,buys,P2553
U0557,buys,P2274
U0228,buys,P1481
U1161,buys,P2303
U1047,buys,P3398
U0292,buys,P2828
U0796,buys,P2115
U0963,buys,P1198
U0596,buys,P0903
U0489,buys,P2756
U1008,buys,P0844
U0228,buys,P1077
U0023,buys,P0584
U0043,buys,P0931
U0041,buys,P0207
U1116,buys,P0435
U0015,buys,P0909
U0185,buys,P0287
U0237,buys,P2633
U0613,buys,P0051
U1006,buys,P1410
U0765,buys,P2339
U0958,buys,P2201
U0894,buys,P0689
U0147,buys,P3489
U0852,buys,P0880
U0516,buys,P2072
U0625,buys,P3028
U0589,buys,P0959
U0121,buys,P1366
U0436,buys,P1233
U0534,buys,P3083
U0980,buys,P1378
U0726,buys,P0086
U1054,buys,P0605
U0469,buys,P2271
U0297,buys,P2163
U1092,buys,P2286
U0199,buys,P1614
U0164,buys,P0954
U0936,buys,P2674
U0174,buys,P2380
U0669,buys,P2802
U1055,buys,P2192
U0059,buys,P2009
U0462,buys,P3240
U0293,buys,P1984
U0249,buys,P1259
U0779,buys,P0914
U0714,buys,P1405
U0602,buys,P0583
U1093,buys,P1251
U0890,buys,P3337
U1064,buys,P3345
U0848,buys,P0879
U1112,buys,P1818
U0362,buys,P0215
U0428,buys,P0683
U0408,buys,P2151
U0456,buys,P3130
U0317,buys,P3080
U0259,buys,P1972
U0124,buys,P1278
U0535,buys,P0979
U0287,buys,P1953
U0599,buys,P0116
U0327,buys,P1555
U0722,buys,P1404
U1125,buys,P1325
U0369,buys,P1074
U0751,buys,P2292
U0103,buys,P0677
U0482,buys,P2953
U0507,buys,P0494
U0059,buys,P2079
U0203,buys,P2065
U0725,buys,P2653
U0572,buys,P2952
U1098,buys,P2989
U0048,buys,P3349
U0667,buys,P3056
U0190,buys,P1036
U0482,buys,P2700
U1057,buys,P2137
U0360,buys,P1940
U0461,buys,P1999
U0545,buys,P2368
U0094,buys,P2401
U1173,buys,P1061
U0573,buys,P2037
U0186,buys,P2187
U0135,buys,P2957
U0413,buys,P3386
U0295,buys,P1213
U0078,buys,P1664
U0306,buys,P0293
U0583,buys,P1675
U0194,buys,P0951
U0443,buys,P1438
U0533,buys,P1793
U0387,buys,P3261
U0506,buys,P1933
U0120,buys,P0691
U0658,buys,P1319
U0710,buys,P3092
U0800,buys,P0782
U0595,buys,P2581
U1125,buys,P0490
U0543,buys,P0469
U0723,buys,P1897
U0930,buys,P2720
U0226,buys,P2286
U0115,buys,P3060
U0921,buys,P1031
U1156,buys,P0553
U0294,buys,P3078
U0386,buys,P2535
U0878,buys,P1696
U0738,buys,P0559
U1090,buys,P2597
U0748,buys,P2878
U0215,buys,P2616
U0530,buys,P0435
U0000,buys,P2099
U0369,buys,P3143
U0917,buys,P1139
U0649,buys,P2693
U0926,buys,P1127
U0764,buys,P1685
U0714,buys,P2381
U0307,buys,P1521
U0036,buys,P1998
U0879,buys,P0779
U0464,buys,P1945
U0472,buys,P1701
U0590,buys,P3468
U0412,buys,P1530
U0472,buys,P2029
U0229,buys,P0740
U0200,buys,P1196
U0807,buys,P0999
U0108,buys,P2044
U0122,buys,P2657
U0118,buys,P2489
U0673,buys,P2172
U0422,buys,P3300
U0042,buys,P1053
U0351,buys,P3159
U1104,buys,P1607
U0444,buys,P0611
U0490,buys,P0271
U0101,buys,P0725
U0826,buys,P1470
U0654,buys,P2036
U0576,buys,P1954
U0541,buys,P2797
U0596,buys,P2470
U0409,buys,P1621
U0805,buys,P2009
U0466,buys,P1334
U0294,buys,P0407
U0819,buys,P0065
U1065,buys,P1012
U0610,buys,P0189
U0341,buys,P3412
U1039,buys,P2425
U0934,buys,P3296
U0572,buys,P3196
U0007,buys,P2529
U0433,buys,P3132
U1198,buys,P0833
U0545,buys,P2511
U0801,buys,P1145
U0973,buys,P3297
U0402,buys,P1490
U0448,buys,P2543
U0688,buys,P1595
U0335,buys,P3278
U0215,buys,P3038
U0664,buys,P1192
U0306,buys,P2887
U0853,buys,P0546
U0847,buys,P1861
U0166,buys,P2152
U1103,buys,P2470
U0323,buys,P1677
U0978,buys,P0251
U0183,buys,P0854
U0882,buys,P0267
U1194,buys,P0377
U0844,buys,P1586
U0899,buys,P0896
U0381,buys,P3244
U0291,buys,P0492
U0937,buys,P2659
U0917,buys,P1428
U0567,buys,P3323
U0137,buys,P1222
U0543,buys,P1992
U0981,buys,P3018
U0365,buys,P0098
U0573,buys,P1399
U0461,buys,P0916
U0906,buys,P2995
U0793,buys,P2411
U0934,buys,P2450
U0207,buys,P2850
U0891,buys,P0563
U0942,buys,P1633
U0307,buys,P3244
U0559,buys,P1002
U1178,buys,P1676
U0102,buys,P3085
U0821,buys,P0904
U0079,buys,P0158
U0953,buys,P2414
U1086,buys,P0708
U0425,buys,P2902
U0442,buys,P2619
U1137,buys,P2383
U0156,buys,P1941
U1024,buys,P2009
U0418,buys,P2721
U0747,buys,P1715
U0452,buys,P2548
U0379,buys,P0304
U0222,buys,P2062
U0929,buys,P2269
U0211,buys,P3038
U0786,buys,P0581
U0784,buys,P2632
U1174,buys,P2154
U0977,buys,P1793
U0450,buys,P1344
U0239,buys,P0196
U0723,buys,P3460
U0946,buys,P0869
U0612,buys,P1229
U0843,buys,P2143
U0702,buys,P3299
U0004,buys,P0150
U0602,buys,P1836
U0534,buys,P1870
U0335,buys,P2397
U0479,buys,P3493
U0816,buys,P3177
U0203,buys,P1589
U0842,buys,P0631
U0083,buys,P2230
U0911,buys,P2348
U0271,buys,P2332
U0806,buys,P2210
U0784,buys,P0951
U0874,buys,P2999
U1003,buys,P1855
U0875,buys,P0944
U0768,buys,P1579
U0471,buys,P1524
U0262,buys,P1946
U0488,buys,P1650
U0023,buys,P0075
U0927,buys,P1479
U0753,buys,P0045
U0525,buys,P0037
U1144,buys,P1129
U0233,buys,P2905
U0400,buys,P2090
U0473,buys,P3198
U1025,buys,P2349
U0104,buys,P0400
U0135,buys,P1881
U0649,buys,P0611
U1114,buys,P2644
U0268,buys,P0018
U0960,buys,P2446
U0024,buys,P2036
U0989,buys,P3491
U1189,buys,P2689
U1029,buys,P2975
U1099,buys,P2787
U0823,buys,P0506
U1057,buys,P0713
U0765,buys,P1696
U0140,buys,P1696
U0873,buys,P1068
U0082,buys,P0700
U1131,buys,P2624
U0007,buys,P0537
U1148,buys,P0107
U0296,buys,P0699
U0367,buys,P2782
U0616,buys,P1204
U0794,buys,P1774
U0170,buys,P2853
U0846,buys,P1334
U0189,buys,P1937
U0736,buys,P2300
U0886,buys,P1630
U0838,buys,P0750
U0826,buys,P1453
U1019,buys,P3335
U0107,buys,P1223
U0447,buys,P2230
U1085,buys,P0823
U0403,buys,P3088
U1169,buys,P0719
U0404,buys,P2758
U1069,buys,P1085
U0051,buys,P2550
U1183,buys,P2915
U0242,buys,P0766
U0809,buys,P2452
U0159,buys,P1864
U0829,buys,P3138
U0521,buys,P2359
U1142,buys,P1496
U0917,buys,P1820
U0607,buys,P0686
U0909,buys,P0858
U0645,buys,P2326
U1132,buys,P1072
U0113,buys,P2781
U0935,buys,P0105
U0659,buys,P1228
U0959,buys,P0632
U0098,buys,P3083
U0273,buys,P1774
U0548,buys,P3473
U0795,buys,P2817
U0670,buys,P3303
U0290,buys,P2405
U0845,buys,P1881
U0514,buys,P1930
U0226,buys,P2052
U0159,buys,P2873
U0879,buys,P1678
U1107,buys,P0178
U1003,buys,P0951
U0234,buys,P2974
U0094,buys,P0117
U0162,buys,P1834
U1165,buys,P1929
U0962,buys,P1645
U0784,buys,P2738
U0095,buys,P0214
U0366,buys,P0655
U0028,buys,P0101
U0511,buys,P2821
U0880,buys,P1261
U0267,buys,P0889
U1047,buys,P0683
U0279,buys,P1016
U0703,buys,P1308
U0370,buys,P0577
U0060,buys,P2467
U0636,buys,P0415
U0338,buys,P1064
U0688,buys,P2681
U0822,buys,P0761
U0222,buys,P0605
U0047,buys,P0693
U0739,buys,P1056
U0053,buys,P2363
U0517,buys,P0433
U0163,buys,P0774
U1165,buys,P3223
U0824,buys,P1365
U0534,buys,P1425
U0326,buys,P1348
U0641,buys,P0399
U0910,buys,P3180
U0797,buys,P1308
U0851,buys,P2934
U1147,buys,P0902
U0863,buys,P1241
U0662,buys,P0106
U0361,buys,P1669
U0302,buys,P2094
U0987,buys,P1518
U1005,buys,P0625
U0121,buys,P2987
U0392,buys,P2914
U0203,buys,P1174
U0402,buys,P0041
U0830,buys,P0414
U0613,buys,P0968
U0363,buys,P2089
U1024,buys,P1499
U1082,buys,P2365
U0593,buys,P1854
U0080,buys,P2456
U1193,buys,P3331
U0043,buys,P1697
U1178,buys,P2986
U1120,buys,P0465
U1130,buys,P2318
U0263,buys,P0913
U0967,buys,P0292
U0122,buys,P1056
U0621,buys,P2369
U0120,buys,P2027
U0196,buys,P2690
U0214,buys,P0915
U0864,buys,P1039
U0868,buys,P2213
U0110,buys,P1576
U1090,buys,P2161
U0956,buys,P2108
U0643,buys,P2207
U0052,buys,P0775
U0205,buys,P0582
U0943,buys,P3260
U0991,buys,P2530
U0076,buys,P1377
U0391,buys,P2749
U1108,buys,P3043
U1023,buys,P1363
U0155,buys,P2944
U1038,buys,P2844
U0698,buys,P0869
U0515,buys,P0739
U1182,buys,P1849
U0110,buys,P0941
U1164,buys,P3047
U0947,buys,P2998
U1010,buys,P0831
U0475,buys,P2104
U0006,buys,P0125
U0517,buys,P0370
U0524,buys,P2734
U0396,buys,P0675
U0855,buys,P2985
U0639,buys,P2603
U0616,buys,P0504
U0016,buys,P3368
U0540,buys,P3136
U0273,buys,P0840
U0288,buys,P0057
U0068,buys,P2852
U1129,buys,P1584
U0746,buys,P2238
U0768,buys,P0712
U0389,buys,P0914
U0531,buys,P2301
U0995,buys,P2145
U0137,buys,P2521
U0469,buys,P1222
U0342,buys,P0381
U0130,buys,P1166
U0896,buys,P2640
U0578,buys,P1625
U0959,buys,P1289
U0996,buys,P0898
U0346,buys,P2874
U0648,buys,P0346
U0512,buys,P0446
U0682,buys,P1719
U0143,buys,P1869
U0388,buys,P0353
U0363,buys,P1146
U0463,buys,P0612
U0237,buys,P2987
U1190,buys,P1876
U1172,buys,P0630
U0517,buys,P1940
U0816,buys,P0467
U0947,buys,P1121
U0099,buys,P0935
U0670,buys,P2607
U0418,buys,P2899
U0076,buys,P0160
U0680,buys,P1571
U1066,buys,P1109
U0253,buys,P1838
U0319,buys,P2004
U0430,buys,P1110
U0114,buys,P1601
U1157,buys,P3426
U1004,buys,P3317
U0675,buys,P1076
U0239,buys,P0930
U0372,buys,P1572
U0397,buys,P2942
U0011,buys,P3497
U0210,buys,P3293
U0655,buys,P0224
U1129,buys,P2624
U1185,buys,P0539
U0269,buys,P2512
U1032,buys,P0827
U0091,buys,P2418
U0310,buys,P0592
U0154,buys,P3132
U0459,buys,P0847
U0951,buys,P0125
U0518,buys,P2734
U0659,buys,P3227
U0085,buys,P0887
U1053,buys,P1677
U0032,buys,P2032
U0336,buys,P2537
U0611,buys,P0794
U0071,buys,P1680
U0285,buys,P2063
U0936,buys,P0768
U0561,buys,P1372
U0252,buys,P0566
U1174,buys,P1512
U0239,buys,P2518
U0904,buys,P2760
U0298,buys,P2199
U0687,buys,P1364
U1111,buys,P1571
U1022,buys,P2557
U0495,buys,P0489
U0777,buys,P0162
U0316,buys,P1936
U1050,buys,P1741
U0401,buys,P2989
U0606,buys,P2190
U0903,buys,P3338
U0858,buys,P3187
U0740,buys,P2944
U0802,buys,P3054
U0195,buys,P0545
U1085,buys,P3441
U0113,buys,P1672
U0713,buys,P1302
U0323,buys,P0511
U0215,buys,P0145
U0678,buys,P0868
U0161,buys,P1629
U0225,buys,P1368
U0783,buys,P3314
U0800,buys,P1933
U1133,buys,P2805
U0691,buys,P2512
U0908,buys,P3090
U0214,buys,P0864
U0549,buys,P0297
U0232,buys,P3396
U0267,buys,P2488
U0301,buys,P2588
U1098,buys,P2804
U1064,buys,P0274
U0017,buys,P1106
U0345,buys,P3486
U0435,buys,P2256
U0664,buys,P2566
U0370,buys,P1038
U0923,buys,P2539
U0819,buys,P1308
U0732,buys,P1187
U0727,buys,P0176
U1026,buys,P1325
U0661,buys,P1069
U1107,buys,P2120
U0687,buys,P2460
U1053,buys,P3362
U0089,buys,P1585
U1175,buys,P0206
U0626,buys,P0984
U1186,buys,P3212
U1123,buys,P1945
U1054,buys,P2163
U1105,buys,P2482
U1184,buys,P2367
U0591,buys,P2545
U1115,buys,P1247
U0573,buys,P3460
U0002,buys,P1620
U0079,buys,P0598
U0794,buys,P2374
U0071,buys,P2339
U0749,buys,P2441
U0629,buys,P0198
U0707,buys,P2783
U0271,buys,P0431
U1158,buys,P2156
U1175,buys,P2529
U0037,buys,P0767
U0001,buys,P3256
U1017,buys,P1904
U1021,buys,P0794
U0104,buys,P2183
